conv_layers,filters,kernel,max_pooling_window,epoch,stopped_epoch,auc,accuracy,precision,recall,f1,average_precision,time
2,32,5,4,2,2,0.8274228067120243,0.8576765656471252,0.27308518253400144,0.7640696975766073,0.4023624953857512,0.22068057004659175,179.17451524734497
