embedding_out,rnn_layers,lstm_units,epochs,stopped_epoch,auc,test_accuracy,precision,recall,f1,average_precision,time
32,2,64,2,2,0.8360686461250108,0.9074790477752686,0.3423604757548033,0.7494492289204887,0.47001193242479433,0.2693514006591362,3330.07067155838
