conv_layers,filters,kernel,max_pooling_window,epoch,stopped_epoch,auc,accuracy,precision,recall,f1,average_precision,time
1,64,11,5,2,2,0.8947529944206823,0.7504197359085083,0.2122046340903877,0.953280659567159,0.3471353515136353,0.20435698748503112,8031.848691940308
