embedding_out,rnn_layers,lstm_units,epochs,stopped_epoch,auc,test_accuracy,precision,recall,f1,average_precision,time
32,2,64,2,2,0.8324231072024236,0.7155659794807434,0.047047344306804684,0.8965238480194018,0.08940303921963803,0.0434825948499372,3192.4563477039337
