conv_layers,filters,kernel,max_pooling_window,epoch,stopped_epoch,auc,accuracy,precision,recall,f1,average_precision,time
3,64,7,2,2,2,0.764412395210516,0.4959354102611542,0.023425376259329507,0.9865145228215768,0.045764057650200904,0.023257899429850265,3071.0478913784027
