conv_layers,filters,kernel,max_pooling_window,epoch,stopped_epoch,auc,accuracy,precision,recall,f1,average_precision,time
2,64,7,2,2,2,0.7247284811932917,0.4013426899909973,0.020032861476238624,0.9865145228215768,0.039268312825171355,0.019911134327444218,2735.622935295105
