conv_layers,filters,kernel,max_pooling_window,epoch,stopped_epoch,auc,accuracy,precision,recall,f1,average_precision,time
2,64,7,2,2,2,0.6731629967414103,0.290525883436203,0.01748636024649684,0.9242738589211619,0.03432335606148157,0.016995652199262957,2818.1524047851562
