conv_layers,filters,kernel,max_pooling_window,epoch,stopped_epoch,auc,accuracy,precision,recall,f1,average_precision,time
1,32,5,4,2,2,0.7452377244701426,0.6132632493972778,0.04035168903285516,0.7043618739903069,0.07633053221288516,0.03214943070460949,60.517249584198
