conv_layers,filters,kernel,max_pooling_window,epoch,stopped_epoch,auc,accuracy,precision,recall,f1,average_precision,time
1,32,5,4,2,2,0.7203750832749374,0.586374044418335,0.03851523759087189,0.6467259498787389,0.07270083605961469,0.029359132043889638,86.83042407035828
