conv_layers,filters,kernel,max_pooling_window,epoch,stopped_epoch,auc,accuracy,precision,recall,f1,average_precision,time
1,32,5,4,2,2,0.7705051656850044,0.6688120365142822,0.044962531223980015,0.7421180274858529,0.08478802992518704,0.03661614289706521,84.1909704208374
