embedding_out,rnn_layers,lstm_units,epochs,stopped_epoch,auc,accuracy,precision,recall,f1,average_precision,time
16,1,32,2,2,0.7456964922556294,0.6466264128684998,0.17021948523606506,0.736626317844592,0.27653687585890974,0.14222497647848292,1776.168991804123
