embedding_out,rnn_layers,lstm_units,epochs,stopped_epoch,auc,accuracy,precision,recall,f1,average_precision,time
32,1,32,2,2,0.7632773643410853,0.7466632127761841,0.08451988496878726,0.7005813953488372,0.1508418351380109,0.06592578053114055,1662.8755955696106
