conv_layers,filters,kernel,max_pooling_window,epoch,stopped_epoch,auc,accuracy,precision,recall,f1,average_precision,time
1,64,11,5,2,2,0.8696406907346262,0.7567633390426636,0.35725155988434026,0.8064239093095157,0.4951487028053153,0.296658142565721,7948.176486253738
