embedding_out,rnn_layers,lstm_units,epochs,stopped_epoch,auc,accuracy,precision,recall,f1,average_precision,time
32,1,64,2,2,0.854374954771372,0.8710573315620422,0.3310168454995274,0.7950327146481506,0.46742031716124977,0.2736150221958869,1944.5648624897003
