embedding_out,rnn_layers,lstm_units,epochs,stopped_epoch,auc,accuracy,precision,recall,f1,average_precision,time
32,1,64,2,2,0.828156415427417,0.9026430249214172,0.118412949766869,0.7252155172413793,0.20358466308704531,0.08933739495001472,1981.5266134738922
