conv_layers,filters,kernel,max_pooling_window,epoch,stopped_epoch,auc,accuracy,precision,recall,f1,average_precision,time
2,32,5,4,1,1,0.8322262512577125,0.8520779609680176,0.2299674020165264,0.8101215115502738,0.3582415635794633,0.19597836598306317,219.81651377677917
