conv_layers,filters,kernel,max_pooling_window,epoch,stopped_epoch,auc,test_accuracy,precision,recall,f1,average_precision,time
2,32,5,4,2,2,0.8331662822153696,0.8452336192131042,0.25686338441473755,0.7889044662527539,0.3875442739079103,0.21339939605832867,180.77964210510254
