conv_layers,filters,kernel,max_pooling_window,epoch,stopped_epoch,auc,accuracy,precision,recall,f1,average_precision,time
1,64,11,5,2,2,0.8859097340534128,0.8667011260986328,0.2763933185577599,0.878220542768808,0.42045968504584513,0.24812064127353534,9296.638375043869
