conv_layers,filters,kernel,max_pooling_window,epoch,stopped_epoch,auc,accuracy,precision,recall,f1,average_precision,time
2,32,5,4,2,2,0.8371854584103724,0.8504583239555359,0.22977913744217282,0.8224061957537722,0.35919867028256497,0.19802254539430153,269.60387110710144
