conv_layers,filters,kernel,max_pooling_window,epoch,stopped_epoch,auc,accuracy,precision,recall,f1,average_precision,time
1,32,5,4,2,2,0.7316236828044753,0.6706428527832031,0.02971534553665027,0.7941810344827587,0.05728721336960746,0.026192834016429745,122.75509333610535
